  1H |    1|    1|    1|    0|    1|    1|    0.000000|    0.000000
  2H |    2|    1|    1|    0|    1|    1|    2.224570|    2.224570
  3H |    3|    1|    1|    0|    1|    1|    6.257230|    0.000000
  3He|    3|    2|    1|    0|    1|    1|    0.000000|    5.493480
  4He|    4|    2|   16|    0|    1|   16|   20.577620|   19.813860
  6Li|    6|    3|   14|    4|    1|   13|    5.663320|    4.433320
  7Li|    7|    3|   10|    2|    1|    8|    7.251090|    9.973960
  8Li|    8|    3|   11|    2|    1|    5|    2.032620|   12.416290
  7Be|    7|    4|    9|    1|    1|    9|   10.677350|    5.606850
  9Be|    9|    4|   33|   22|   31|    5|    1.664540|   16.886320
 10Be|   10|    4|   41|   13|   17|    8|    6.812280|   19.636390
 10B |   10|    5|   41|   44|   24|   12|    8.437110|    6.586730
 11B |   11|    5|   41|   27|   23|    8|   11.454120|   11.228580
 12C |   12|    6|   56|   14|   19|    4|   18.721610|   15.956850
 13C |   13|    6|   73|   14|   30|    5|    4.946310|   17.533380
 14C |   14|    6|   46|   12|   26|   12|    8.176430|   20.831200
 14N |   14|    7|  120|   69|   64|   23|   10.553380|    7.550560
 15N |   15|    7|  113|  136|   56|   39|   10.833300|   10.207420
 16O |   16|    8|  134|   45|   29|   12|   15.663920|   12.127410
 17O |   17|    8|  118|    6|   47|    9|    4.143080|   13.781640
 18O |   18|    8|  119|   73|   32|   12|    8.045370|   15.941860
 19F |   19|    9|  191|  357|   67|   47|   10.431870|    7.993600
 20Ne|   20|   10|  233|   95|   49|    6|   16.865300|   12.843460
 21Ne|   21|   10|  117|  126|   71|   14|    6.761160|   13.003280
 22Ne|   22|   10|  104|  148|   50|    7|   10.364260|   15.266080
 25Ne|   25|   10|    9|    8|    1|    1|    4.179480|   16.908300
 22Na|   22|   11|  152|  324|   42|   16|   11.068200|    6.738710
 23Na|   23|   11|  227|  705|   66|   16|   12.419650|    8.794110
 24Mg|   24|   12|  186|  536|   28|   21|   16.531620|   11.692690
 25Mg|   25|   12|  135|  306|   33|   16|    7.330520|   12.063780
 26Mg|   26|   12|  200|  256|   41|   18|   11.093090|   14.145700
 27Mg|   27|   12|   55|  103|   31|    4|    6.443390|   15.014810
 26Al|   26|   13|  172|  524|   61|   54|   11.365260|    6.306310
 27Al|   27|   13|  246|  357|   24|    3|   13.057950|    8.271170
 28Si|   28|   14|  300|  216|   31|   17|   17.179720|   11.585020
 29Si|   29|   14|   99|  251|   35|    7|    8.473600|   12.333520
 30Si|   30|   14|  151|  505|   25|   19|   10.609200|   13.517270
 31Si|   31|   14|   97|   42|   50|    4|    6.587390|   14.365550
 32Si|   32|   14|   57|   29|   17|    4|    9.199970|   16.411680
 31P |   31|   15|  506| 1528|   35|   13|   12.311250|    7.296550
 32S |   32|   16|  457|  972|  171|   12|   15.044330|    8.863960
 33S |   33|   16|  319|  267|   37|    8|    8.641640|    9.569950
 34S |   34|   16|  267|  491|   35|   25|   11.417160|   10.883320
 36S |   36|   16|   26|   39|   16|    9|    9.889220|   13.095300
 35Cl|   35|   17|  352| 1136|   38|   10|   12.644770|    6.370820
 36Cl|   36|   17|  422|  417|   39|   11|    8.579790|    7.964770
 37Cl|   37|   17|  333| 1105|   60|    4|   10.310820|    8.386370
 36Ar|   36|   18|  267| 1019|   24|    3|   15.255450|    8.506970
 37Ar|   37|   18|  110|  107|   41|   13|    8.787430|    8.714600
 38Ar|   38|   18|  632| 1887|   70|   10|   11.838490|   10.242270
 39Ar|   39|   18|  116|   46|   35|    4|    6.598690|   10.733070
 40Ar|   40|   18|  172|  272|   73|   11|    9.869020|   12.528670
 41Ar|   41|   18|  124|   29|   30|    7|    6.098930|   12.798660
 39K |   39|   19|  234|  521|   64|   11|   13.077750|    6.381340
 40K |   40|   19|  100|  330|   58|   15|    7.799620|    7.582270
 41K |   41|   19|  205|  490|   60|   11|   10.095370|    7.808620
 40Ca|   40|   20|  578|  599|   29|    8|   15.635000|    8.328170
 41Ca|   41|   20|  252|  121|   48|   10|    8.362820|    8.891370
 42Ca|   42|   20|  186|  286|   84|   11|   11.480670|   10.276670
 43Ca|   43|   20|  151|  136|   44|   13|    7.932890|   10.675760
 44Ca|   44|   20|  207|  290|   65|    9|   11.131160|   12.182240
 45Ca|   45|   20|  104|   72|   25|    3|    7.414810|   12.319630
 46Ca|   46|   20|   91|    7|   54|    9|   10.397560|   13.811730
 48Ca|   48|   20|  244|  126|   13|    7|    9.952620|   15.801750
 45Sc|   45|   21|  244|  574|   53|   10|   11.326520|    6.891490
 46Sc|   46|   21|  255|  320|   67|   13|    8.760640|    8.237320
 44Ti|   44|   22|  166|  221|   17|    8|   16.298800|    8.649440
 46Ti|   46|   22|  247|  104|   58|    7|   13.189190|   10.344790
 47Ti|   47|   22|  202|  137|   55|    2|    8.880720|   10.464870
 48Ti|   48|   22|  289|  521|   63|    4|   11.626650|   11.445070
 49Ti|   49|   22|  115|  111|   41|    4|    8.142390|   11.348360
 50Ti|   50|   22|  259|  109|   40|    4|   10.939190|   12.158580
 50V |   50|   23|  293|   65|   43|    6|    9.334220|    7.950020
 51V |   51|   23|  244|  469|   69|    2|   11.051150|    8.061970
 50Cr|   50|   24|  162|  111|   38|    7|   13.000330|    9.589730
 51Cr|   51|   24|  274|  194|   91|   12|    9.260660|    9.516170
 52Cr|   52|   24|  294|  129|   17|   11|   12.038350|   10.503370
 53Cr|   53|   24|  179|   93|   34|    9|    7.939120|   11.131250
 54Cr|   54|   24|  138|  127|   39|    8|    9.719120|   12.372680
 53Mn|   53|   25|  420| 1329|   44|    7|   12.053510|    6.559930
 54Mn|   54|   25|  146|  141|   34|    9|    8.938800|    7.559600
 55Mn|   55|   25|  214| 1130|   92|    3|   10.226520|    8.067000
 54Fe|   54|   26|  237|  136|   25|    9|   13.378450|    8.853790
 55Fe|   55|   26|  184|   79|   31|    6|    9.298090|    9.213080
 56Fe|   56|   26|  297|  426|   77|    6|   11.197100|   10.183670
 57Fe|   57|   26|  180|  235|   30|    6|    7.646080|   10.559310
 58Fe|   58|   26|  313|  145|   60|    8|   10.044600|   11.957310
 59Fe|   59|   26|   78|   57|   27|    3|    6.581010|   12.125570
 60Fe|   60|   26|   50|   32|   28|   12|    8.819530|   13.176020
 57Co|   57|   27|  220|  140|   54|    8|   11.376470|    6.027500
 58Co|   58|   27|  340|  237|   52|    7|    8.572930|    6.954350
 59Co|   59|   27|  165|  236|   83|   10|   10.453880|    7.363620
 60Co|   60|   27|  286|  233|   66|   10|    7.491920|    8.274530
 58Ni|   58|   28|  515|  568|   34|    8|   12.216250|    8.172180
 59Ni|   59|   28|  286|  311|   27|    8|    8.999280|    8.598530
 60Ni|   60|   28|  202|  217|   48|    8|   11.387730|    9.532380
 61Ni|   61|   28|  264|  182|   36|   13|    7.820110|    9.860570
 62Ni|   62|   28|  316|  125|   47|   10|   10.595860|   11.137210
 63Ni|   63|   28|  101|   40|   23|    5|    6.837780|   11.377470
 64Ni|   64|   28|  111|   86|   49|    2|    9.657470|   12.536450
 65Ni|   65|   28|  114|   29|   31|    5|    6.098080|   12.622320
 63Cu|   63|   29|  255|  504|   96|    7|   10.863650|    6.122410
 64Cu|   64|   29|  180|  328|   96|    5|    7.916110|    7.200740
 65Cu|   65|   29|  208|  166|   62|    6|    9.910680|    7.453950
 66Cu|   66|   29|  124|  256|   32|    2|    7.065930|    8.421800
 64Zn|   64|   30|  229|  253|   75|   11|   11.862000|    7.713460
 65Zn|   65|   30|  157|  156|   35|    1|    7.979330|    7.776680
 66Zn|   66|   30|  172|  227|   55|    5|   11.058580|    8.924580
 67Zn|   67|   30|  130|  140|   31|    9|    7.052320|    8.910970
 68Zn|   68|   30|  124|  220|   51|    5|   10.198100|    9.977040
 70Zn|   70|   30|   61|   65|   46|    3|    9.218430|   11.117470
 69Ga|   69|   31|  108|  132|   46|    4|   10.313370|    6.609920
 70Ga|   70|   31|   98|   93|   57|    2|    7.653650|    7.781500
 71Ga|   71|   31|   87|  103|   23|    4|    9.300280|    7.863360
 68Ge|   68|   32|  163|  264|   18|   10|   12.392100|    7.388860
 70Ge|   70|   32|  190|  111|   73|   15|   11.532500|    8.523010
 72Ge|   72|   32|  181|  175|   50|    9|   10.750760|    9.735770
 73Ge|   73|   32|  120|   79|   40|    3|    6.782940|    9.998240
 74Ge|   74|   32|  259|  371|   66|    5|   10.196240|   11.012080
 76Ge|   76|   32|  112|  116|   44|    6|    9.427240|   12.037280
 75As|   75|   33|  123|  263|   33|    9|   10.245450|    6.900720
 74Se|   74|   34|  124|  244|   37|    5|   12.057130|    8.549420
 76Se|   76|   34|  167|  215|   37|    7|   11.153790|    9.506730
 77Se|   77|   34|  185|  592|   41|   13|    7.418850|    9.597080
 78Se|   78|   34|  186|  262|   72|    9|   10.497740|   10.398560
 79Se|   79|   34|  114|   99|   40|    2|    6.962830|   10.389430
 80Se|   80|   34|   85|   97|   42|    5|    9.913370|   11.412380
 82Se|   82|   34|   39|   41|   20|    5|    9.276230|   12.349580
 76Br|   76|   35|   68|  142|   36|    1|    9.253270|    5.408560
 79Br|   79|   35|  140|  250|   45|    4|   10.687250|    6.331120
 80Br|   80|   35|  120|  307|   93|    3|    7.892280|    7.260560
 81Br|   81|   35|  113|  107|   44|    3|   10.157950|    7.505140
 78Kr|   78|   36|  123|  272|   12|    6|   12.081450|    8.233740
 79Kr|   79|   36|   99|  282|   43|   11|    8.334020|    8.279120
 80Kr|   80|   36|   52|  100|   26|   13|   11.522350|    9.114230
 81Kr|   81|   36|  102|  196|   39|    5|    7.872820|    9.094770
 82Kr|   82|   36|   72|  160|   29|    5|   10.966820|    9.903640
 83Kr|   83|   36|   78|  114|   17|    4|    7.471030|    9.781720
 84Kr|   84|   36|   73|  125|   38|    6|   10.520620|   10.714910
 85Kr|   85|   36|   74|   59|   33|    2|    7.112310|   10.986220
 86Kr|   86|   36|   64|   45|   23|    5|    9.856650|   11.979170
 84Rb|   84|   37|   66|   86|   27|    4|    8.759650|    7.057900
 85Rb|   85|   37|   98|   91|   33|    7|   10.479690|    7.016970
 86Rb|   86|   37|   95|   59|   36|    3|    8.651000|    8.555650
 87Rb|   87|   37|  106|   33|   28|    2|    9.922100|    8.621100
 88Rb|   88|   37|   62|   91|   28|    1|    6.082520|    9.188440
 84Sr|   84|   38|   64|   99|   25|    5|   11.923270|    8.867900
 86Sr|   86|   38|   76|  122|   37|    6|   11.491240|    9.644840
 87Sr|   87|   38|  203|  328|   99|    6|    8.428150|    9.421990
 88Sr|   88|   38|  243|  295|   57|    7|   11.112640|   10.612530
 89Sr|   89|   38|  140|  113|   71|    2|    6.358720|   10.888730
 90Sr|   90|   38|   84|  150|   27|    5|    7.811480|   11.525650
 92Sr|   92|   38|   35|   65|    9|    3|    7.286300|   12.411240
 94Sr|   94|   38|   72|  120|   27|    2|    6.831150|   13.514770
 96Sr|   96|   38|   62|  102|   26|    5|    5.878920|   14.324940
 88Y |   88|   39|   87|   43|   35|    1|    9.351730|    6.707690
 89Y |   89|   39|  444|  363|   39|    8|   11.481720|    7.076770
 90Y |   90|   39|  169|  408|   61|    4|    6.857030|    7.575080
 91Y |   91|   39|   66|   75|   28|    4|    7.928330|    7.691930
 88Zr|   88|   40|   81|  155|   30|    3|   12.353110|    7.898960
 90Zr|   90|   40|  243|  128|   42|    4|   11.968490|    8.353380
 91Zr|   91|   40|  334|  129|   59|    5|    7.193920|    8.690270
 92Zr|   92|   40|  146|  161|   72|    6|    8.634790|    9.396720
 93Zr|   93|   40|   86|   46|   29|    3|    6.734370|    9.594600
 94Zr|   94|   40|   67|   75|   27|    9|    8.219540|   10.332220
 95Zr|   95|   40|   79|   91|   24|    2|    6.461970|   10.597690
 96Zr|   96|   40|  136|  156|   45|    6|    7.854370|   11.522260
 93Nb|   93|   41|  128|  191|   68|    7|    8.830560|    6.042320
 94Nb|   94|   41|  385|  186|   75|    2|    7.227540|    6.535490
 95Nb|   95|   41|  119|   15|   31|    3|    8.487170|    6.803130
 92Mo|   92|   42|  243|  276|   36|    6|   12.670430|    7.458220
 94Mo|   94|   42|  173|  174|   76|    6|    9.677840|    8.488830
 95Mo|   95|   42|  143|  123|   28|    1|    7.369100|    8.630390
 96Mo|   96|   42|  122|  229|   48|   12|    9.154320|    9.297540
 97Mo|   97|   42|  189|  104|   33|    1|    6.821250|    9.225700
 98Mo|   98|   42|  137|  291|   48|    6|    8.642600|    9.795720
 99Mo|   99|   42|  138|  187|   47|    9|    5.925440|    9.727580
100Mo|  100|   42|  145|  150|   27|    7|    8.291830|   11.146660
 98Tc|   98|   43|   94|   83|   43|    1|    7.283590|    6.176540
 99Tc|   99|   43|  124|  185|   41|    5|    8.966970|    6.500900
 96Ru|   96|   44|  115|  216|   43|    8|   10.693940|    7.347990
 98Ru|   98|   44|   71|   99|   28|    6|   10.176780|    8.294880
 99Ru|   99|   44|  121|  205|   24|    4|    7.468390|    8.479680
100Ru|  100|   44|  193|  407|   67|   10|    9.673320|    9.186040
101Ru|  101|   44|  151|  110|   30|    9|    6.802050|    9.223690
102Ru|  102|   44|  137|  155|   27|    7|    9.219640|   10.050810
103Ru|  103|   44|  132|  205|   39|    6|    6.232050|    9.982020
104Ru|  104|   44|   70|  144|   34|   10|    8.901410|   10.780820
105Ru|  105|   44|   61|  140|   25|    1|    5.910100|   10.714300
106Ru|  106|   44|   50|   80|    9|    2|    8.461190|   11.318410
103Rh|  103|   45|  215|  214|   42|    6|    9.318940|    6.214120
104Rh|  104|   45|  181|  326|   95|    9|    6.998960|    6.981030
105Rh|  105|   45|  129|  197|   45|    6|    8.966180|    7.045790
102Pd|  102|   46|   99|  165|   38|    6|   10.571660|    7.809140
104Pd|  104|   46|  150|  182|   38|    8|    9.981260|    8.655890
105Pd|  105|   46|  106|  194|   39|    5|    7.094100|    8.751040
106Pd|  106|   46|  136|  216|   34|    4|    9.560960|    9.345820
107Pd|  107|   46|  104|   82|   47|    5|    6.536430|    9.299700
108Pd|  108|   46|   93|  131|   17|    8|    9.223160|    9.949480
110Pd|  110|   46|  193|  174|    8|    6|    8.796210|   10.620570
107Ag|  107|   47|  142|  150|   19|    2|    9.535650|    5.788160
108Ag|  108|   47|  169|  393|   75|    3|    7.271410|    6.523140
109Ag|  109|   47|   86|   58|   20|    5|    9.184510|    6.484490
110Ag|  110|   47|   95|  232|   75|    7|    6.809190|    7.140100
111Ag|  111|   47|  125|  188|   46|   14|    8.829840|    7.173720
106Cd|  106|   48|  120|  200|   24|    7|   10.869490|    7.350160
108Cd|  108|   48|  284|  762|   56|   11|   10.333620|    8.134930
109Cd|  109|   48|  150|  273|   22|    4|    7.323130|    8.186650
110Cd|  110|   48|  268|  388|   36|   11|    9.915720|    8.917850
111Cd|  111|   48|  176|  362|   42|    6|    6.975630|    9.084290
112Cd|  112|   48|  237|  225|  125|   14|    9.394040|    9.648500
113Cd|  113|   48|  215|  246|   70|    6|    6.538760|    9.748500
114Cd|  114|   48|  170|  335|   37|    8|    9.042910|   10.277020
115Cd|  115|   48|   70|  112|   32|    1|    6.140860|   10.442560
116Cd|  116|   48|  194|  313|   68|   15|    8.699480|   11.018870
113In|  113|   49|  159|  201|   41|    4|    9.446070|    6.078990
114In|  114|   49|  127|  199|   63|   22|    7.273890|    6.814120
115In|  115|   49|   92|  118|   24|   10|    9.039260|    6.810470
112Sn|  112|   50|  111|   87|   21|    6|   10.787790|    7.554060
113Sn|  113|   50|  176|  200|   38|    7|    7.743570|    7.626140
114Sn|  114|   50|  270|  378|   38|   13|   10.300410|    8.480490
115Sn|  115|   50|  152|  251|   28|    8|    7.547810|    8.754410
116Sn|  116|   50|  288|  469|   45|   10|    9.563480|    9.278620
117Sn|  117|   50|  146|   98|   24|    3|    6.943100|    9.437010
118Sn|  118|   50|  148|  124|   38|    5|    9.326420|    9.998780
119Sn|  119|   50|  157|   56|   25|    6|    6.483490|   10.125780
120Sn|  120|   50|  115|  154|   31|    5|    9.104840|   10.688060
121Sn|  121|   50|  140|   46|   23|    3|    6.170210|   10.757870
122Sn|  122|   50|   89|  141|   30|   10|    8.815380|   11.394330
124Sn|  124|   50|  223|  255|   27|    5|    8.489160|   12.092750
125Sn|  125|   50|   79|   43|   13|    3|    5.733500|   12.315170
126Sn|  126|   50|   85|   82|   24|    4|    8.190180|   12.827420
121Sb|  121|   51|  211|  240|   66|    7|    9.251910|    5.788960
122Sb|  122|   51|  119|  105|   38|    2|    6.806370|    6.425110
123Sb|  123|   51|  107|   59|   23|    5|    8.962520|    6.572250
124Sb|  124|   51|  105|  130|   50|    2|    6.467500|    7.093580
125Sb|  125|   51|   59|   95|   26|    2|    8.706570|    7.310990
120Te|  120|   52|   68|  111|   23|   11|   10.258290|    7.182940
122Te|  122|   52|  227|  330|  162|   12|    9.841490|    8.004840
123Te|  123|   52|  241|  264|   45|    3|    6.929010|    8.127480
124Te|  124|   52|  303|  707|  152|   14|    9.424480|    8.589450
125Te|  125|   52|  306|  521|   35|    8|    6.568970|    8.690920
126Te|  126|   52|  119|  118|   74|    8|    9.113690|    9.098040
128Te|  128|   52|   97|  151|   70|    5|    8.783400|    9.583240
130Te|  130|   52|   85|  129|   41|    4|    8.419430|   10.012580
125I |  125|   53|  132|  100|   31|    8|    9.542790|    5.600850
126I |  126|   53|   59|  100|   47|    2|    7.145430|    6.177320
127I |  127|   53|  116|   82|   31|    3|    9.143910|    6.207540
129I |  129|   53|   47|   72|   20|    5|    8.839750|    6.802370
130I |  130|   53|   56|  128|   41|    2|    6.500330|    7.220290
131I |  131|   53|   87|  242|   56|    2|    8.577950|    7.378810
124Xe|  124|   54|  243|  449|   31|   11|   10.483680|    7.006310
125Xe|  125|   54|  306|  719|  116|   10|    7.603280|    7.116270
126Xe|  126|   54|  190|  338|  128|   10|   10.023870|    7.597350
127Xe|  127|   54|  103|  226|   36|    3|    7.247300|    7.699210
128Xe|  128|   54|  183|  330|  143|   11|    9.610050|    8.165350
129Xe|  129|   54|   58|  109|   34|    3|    6.907100|    8.246320
130Xe|  130|   54|  103|  207|   46|    4|    9.255720|    8.662290
131Xe|  131|   54|   58|   66|   33|    6|    6.604490|    8.766450
132Xe|  132|   54|   77|  204|   47|    5|    8.936650|    9.125150
133Xe|  133|   54|   29|   60|   17|   19|    6.435930|    9.229050
134Xe|  134|   54|   38|   78|   28|    2|    8.552050|    9.526700
135Xe|  135|   54|   38|   97|   36|    5|    6.363780|    9.646630
136Xe|  136|   54|   76|  132|   17|    4|    8.083700|    9.929160
